Codigo_municipio;Municipios;Temp_min_invierno;Prec_max_invierno;Calidad_vida_media;Poblacion_total;Renta_media;Total_paro_registrado;Paro_hombre_menor_25;Paro_hombre_25_45;Paro_hombre_45+;Paro_mujer_menor_25;Paro_mujer_25_45;Paro_mujer_45+;Paro_agricultura;Paro_industria;Paro_construccion;Paro_servicios
46120;Estivella;0.8;76.6;0.7512318206943853;1710.0;15514.0;63.0;3.0;9.0;15.0;0.0;7.0;30.0;3.0;7.0;3.0;50.0
46121;Estubeny;0.8;76.6;0.8184341529569847;110.0;14352.0;3.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0
46122;Faura;0.8;76.6;0.6853206201494677;3753.0;13288.0;145.0;3.0;20.0;28.0;3.0;34.0;58.0;3.0;18.0;6.0;106.0
46123;Favara;0.8;76.6;0.6568802949061473;2776.0;12643.0;128.0;3.0;19.0;26.0;5.0;22.0;52.0;3.0;19.0;10.0;94.0
46124;Fontanars;0.8;76.6;0.6475067189259536;936.0;13696.0;37.0;3.0;6.0;5.0;0.0;7.0;16.0;3.0;3.0;3.0;22.0
46125;Fortaleny;0.8;76.6;0.6814886510372966;1024.0;14047.0;54.0;0.0;7.0;11.0;3.0;8.0;24.0;3.0;9.0;0.0;42.0
46126;Foios;0.8;76.6;0.700147212754756;7995.0;15115.0;353.0;10.0;36.0;86.0;8.0;78.0;135.0;9.0;58.0;18.0;252.0
46127;Font;0.8;76.6;0.6552741820348817;4020.0;12485.0;217.0;9.0;22.0;52.0;6.0;65.0;63.0;3.0;7.0;26.0;173.0
46128;Font;0.8;76.6;0.6349941650548387;2022.0;12635.0;110.0;3.0;10.0;16.0;5.0;22.0;55.0;6.0;18.0;3.0;80.0
46129;Fuenterrobles;0.8;76.6;0.6247896350734028;678.0;10769.0;32.0;0.0;3.0;6.0;3.0;6.0;16.0;3.0;3.0;0.0;24.0
46130;Gavarda;0.8;76.6;0.6498447498995985;1023.0;12883.0;38.0;0.0;8.0;6.0;3.0;10.0;12.0;3.0;5.0;5.0;24.0
46131;Gandia;0.8;76.6;0.6236666758197801;83135.0;12511.0;5237.0;201.0;703.0;1151.0;167.0;1073.0;1942.0;125.0;395.0;349.0;4222.0
46132;Genovés,;0.8;76.6;0.6448376099530999;2822.0;12429.0;126.0;8.0;14.0;18.0;3.0;31.0;53.0;3.0;22.0;10.0;88.0
46133;Gestalgar;0.8;76.6;0.6653092145948275;587.0;14415.0;32.0;0.0;3.0;7.0;0.0;13.0;9.0;3.0;6.0;3.0;23.0
46134;Gilet;0.8;76.6;0.7231457532617029;4011.0;15222.0;170.0;5.0;19.0;32.0;5.0;36.0;73.0;3.0;19.0;11.0;130.0
46135;Godella;0.8;76.6;0.8197170029720469;13533.0;19567.0;541.0;19.0;72.0;148.0;11.0;111.0;180.0;3.0;56.0;40.0;433.0
46136;Godelleta;0.8;76.6;0.6339058599745014;4266.0;13332.0;194.0;3.0;22.0;55.0;9.0;28.0;77.0;7.0;40.0;12.0;120.0
46137;Granja;0.8;76.6;0.8522576353331301;306.0;13957.0;3.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;3.0
46138;Guadasséquies;0.8;76.6;0.6556480149576891;478.0;13470.0;20.0;3.0;3.0;3.0;3.0;7.0;5.0;3.0;3.0;0.0;13.0
46139;Guadassuar;0.8;76.6;0.6795309853641827;6039.0;14140.0;191.0;3.0;27.0;48.0;8.0;41.0;65.0;6.0;41.0;19.0;117.0
46140;Guardamar;0.8;76.6;0.7777645033974601;622.0;15997.0;26.0;3.0;6.0;9.0;0.0;3.0;9.0;3.0;0.0;3.0;23.0
46141;Higueruelas;0.8;76.6;0.6699746340205478;567.0;14050.0;27.0;3.0;3.0;5.0;0.0;6.0;13.0;3.0;3.0;0.0;19.0
46142;Jalance;0.8;76.6;0.7287306298511598;808.0;14860.0;24.0;0.0;6.0;3.0;0.0;5.0;9.0;0.0;3.0;3.0;17.0
46143;Xeraco;0.8;76.6;0.7080017491450626;6149.0;12681.0;223.0;11.0;27.0;55.0;7.0;55.0;68.0;8.0;10.0;17.0;183.0
46144;Jarafuel;0.8;76.6;0.7552667183977197;788.0;14155.0;31.0;3.0;3.0;7.0;3.0;5.0;11.0;3.0;3.0;0.0;28.0
46145;Xàtiva;0.8;76.6;0.6320947806428634;31008.0;13976.0;1944.0;63.0;267.0;408.0;61.0;403.0;742.0;61.0;238.0;121.0;1394.0
46146;Xeresa;0.8;76.6;0.7644611323652964;2418.0;13767.0;63.0;3.0;17.0;14.0;3.0;15.0;14.0;3.0;5.0;3.0;54.0
46147;Llíria;0.8;76.6;0.6050043739740468;25333.0;13245.0;1748.0;70.0;261.0;367.0;65.0;387.0;598.0;42.0;185.0;147.0;1257.0
46148;Loriguilla;0.8;76.6;0.666830554997441;2188.0;14423.0;131.0;10.0;12.0;24.0;6.0;31.0;48.0;6.0;9.0;6.0;100.0
46149;Losa;0.8;76.6;0.6789525090551156;531.0;12711.0;24.0;3.0;3.0;3.0;0.0;5.0;10.0;3.0;3.0;3.0;19.0
46150;Llutxent;0.8;76.6;0.6818824903775934;2314.0;11614.0;81.0;3.0;11.0;22.0;0.0;18.0;27.0;3.0;7.0;9.0;64.0
46151;Llocnou;0.8;76.6;0.7087758586557101;944.0;12823.0;38.0;3.0;6.0;7.0;3.0;8.0;14.0;3.0;0.0;3.0;32.0
46152;Llocnou;0.8;76.6;0.5785366712342651;132.0;13251.0;11.0;0.0;0.0;3.0;3.0;3.0;5.0;0.0;3.0;3.0;8.0
46153;Llocnou;-2.0;76.6;0.7229564594837016;594.0;13960.0;26.0;0.0;3.0;6.0;0.0;5.0;13.0;3.0;3.0;3.0;22.0
46154;Llanera;0.8;76.6;0.5526243919186199;1062.0;11687.0;73.0;8.0;9.0;16.0;3.0;12.0;26.0;3.0;13.0;6.0;46.0
46155;Llaurí;0.8;76.6;0.6490120727587454;1226.0;12981.0;64.0;3.0;11.0;23.0;3.0;12.0;15.0;3.0;9.0;6.0;47.0
46156;Llombai;0.8;117.4;0.6786053656404025;2791.0;13081.0;104.0;3.0;8.0;26.0;3.0;26.0;37.0;11.0;14.0;3.0;74.0
46157;Llosa;0.8;76.6;0.6672654292345761;3765.0;12451.0;155.0;3.0;17.0;23.0;5.0;34.0;72.0;3.0;15.0;12.0;115.0
46158;Macastre;0.8;76.6;0.5986117651273434;1461.0;13100.0;94.0;3.0;7.0;27.0;6.0;22.0;29.0;0.0;16.0;3.0;62.0
46159;Manises;0.8;76.6;0.5918694733060458;32609.0;12640.0;2404.0;102.0;304.0;501.0;96.0;517.0;884.0;32.0;290.0;141.0;1810.0
46160;Manuel;0.8;76.6;0.6337769116826972;2560.0;12885.0;134.0;3.0;16.0;28.0;3.0;31.0;55.0;7.0;21.0;10.0;93.0
46161;Marines;0.8;76.6;0.6990764151940991;1967.0;13725.0;96.0;3.0;8.0;28.0;3.0;22.0;35.0;3.0;12.0;3.0;79.0
46162;Massalavés;0.8;76.6;0.5865503870717967;1905.0;11316.0;104.0;3.0;11.0;21.0;3.0;31.0;36.0;3.0;15.0;3.0;68.0
46163;Massalfassar;0.8;76.6;0.7354874263381046;2716.0;16002.0;114.0;3.0;20.0;26.0;3.0;22.0;44.0;3.0;18.0;3.0;86.0
46164;Massamagrell;0.8;76.6;0.6376930703248292;17566.0;13161.0;967.0;38.0;127.0;218.0;36.0;181.0;367.0;19.0;123.0;78.0;694.0
46165;Massanassa;0.8;76.6;0.6444825469547528;10607.0;13889.0;630.0;19.0;82.0;125.0;19.0;143.0;242.0;3.0;85.0;42.0;457.0
46166;Meliana;0.8;76.6;0.6756533803795997;11055.0;14462.0;593.0;23.0;77.0;136.0;14.0;117.0;226.0;10.0;68.0;37.0;443.0
46167;Millares;0.8;76.6;0.4804464423544701;321.0;12836.0;44.0;0.0;3.0;7.0;3.0;7.0;25.0;3.0;3.0;3.0;37.0
46168;Miramar;0.8;76.6;0.71401244007955;3143.0;13899.0;140.0;5.0;23.0;30.0;3.0;28.0;53.0;5.0;12.0;5.0;116.0
46169;Mislata;0.8;76.6;0.6339891604086189;47079.0;13573.0;2797.0;69.0;377.0;581.0;77.0;590.0;1103.0;24.0;281.0;190.0;2042.0
46170;Moixent/Mogente;0.8;76.6;0.6194399141594125;4401.0;12456.0;250.0;5.0;27.0;45.0;7.0;55.0;111.0;12.0;47.0;7.0;177.0
46171;Montcada/Moncada;0.8;76.6;0.6528209680644006;22213.0;13836.0;1179.0;47.0;167.0;267.0;48.0;200.0;450.0;15.0;138.0;100.0;841.0
46172;Montserrat;0.8;76.6;0.6347758904497924;10062.0;13153.0;556.0;10.0;58.0;146.0;10.0;129.0;203.0;15.0;85.0;54.0;393.0
46173;Montaverner;0.8;76.6;0.5463277333436654;1624.0;12836.0;103.0;3.0;19.0;28.0;0.0;13.0;41.0;3.0;39.0;5.0;52.0
46174;Montesa;0.8;117.4;0.6170811112304839;1128.0;12446.0;66.0;3.0;7.0;6.0;3.0;19.0;31.0;3.0;7.0;5.0;47.0
46175;Montitxelvo/Montichelvo;0.8;76.6;0.6395784724023156;556.0;13335.0;22.0;0.0;6.0;5.0;3.0;6.0;3.0;0.0;3.0;6.0;13.0
46176;Montroi/Montroy;0.8;76.6;0.5959796240156884;3792.0;11987.0;214.0;6.0;27.0;57.0;5.0;49.0;70.0;6.0;40.0;22.0;141.0
46177;Museros;0.8;76.6;0.6629704356398267;6871.0;14455.0;381.0;17.0;47.0;78.0;11.0;94.0;134.0;3.0;56.0;26.0;274.0
46178;Nàquera/Náquera;0.8;76.6;0.7186261726190479;8556.0;15626.0;412.0;17.0;46.0;85.0;17.0;87.0;160.0;5.0;51.0;33.0;318.0
46179;Navarrés;0.8;76.6;0.6130461092381272;3027.0;11852.0;170.0;3.0;16.0;34.0;3.0;49.0;66.0;6.0;29.0;8.0;122.0
46180;Novetlè;0.8;76.6;0.707584478648764;872.0;15022.0;39.0;0.0;5.0;15.0;0.0;6.0;13.0;3.0;3.0;3.0;29.0
46181;Oliva;0.8;76.6;0.6374127194258182;26813.0;12866.0;1556.0;39.0;200.0;345.0;56.0;371.0;545.0;68.0;100.0;151.0;1184.0
46182;Olocau;0.8;76.6;0.7030380758555642;2534.0;15763.0;133.0;5.0;16.0;38.0;3.0;23.0;47.0;3.0;16.0;8.0;99.0
46183;Olleria,;0.8;76.6;0.5933417146538237;8818.0;12575.0;477.0;16.0;46.0;99.0;14.0;94.0;208.0;14.0;122.0;22.0;287.0
46184;Ontinyent;0.8;76.6;0.5743735262958672;37012.0;13307.0;2387.0;63.0;295.0;489.0;75.0;464.0;1001.0;74.0;572.0;132.0;1414.0
46185;Otos;0.8;76.6;0.660139050367387;442.0;12504.0;21.0;0.0;3.0;5.0;0.0;5.0;8.0;0.0;3.0;3.0;16.0
46186;Paiporta;0.8;76.6;0.6292090549596248;28136.0;13675.0;1742.0;61.0;206.0;368.0;48.0;356.0;703.0;20.0;299.0;110.0;1251.0
46187;Palma;0.8;76.6;0.7011049835699256;1897.0;12985.0;81.0;3.0;11.0;20.0;3.0;19.0;26.0;0.0;8.0;5.0;67.0
46188;Palmera;0.8;76.6;0.7040783148379121;1038.0;12843.0;49.0;0.0;9.0;11.0;0.0;11.0;18.0;0.0;3.0;3.0;43.0
46189;Palomar,;-2.0;76.6;0.6122118654452101;593.0;13652.0;31.0;0.0;7.0;3.0;0.0;6.0;14.0;0.0;12.0;0.0;18.0
46190;Paterna;0.8;76.6;0.6542002983183155;76019.0;14451.0;4714.0;153.0;653.0;981.0;150.0;1090.0;1687.0;42.0;451.0;411.0;3665.0
46191;Pedralba;0.8;76.6;0.5833696612325628;3225.0;12052.0;197.0;6.0;18.0;61.0;6.0;40.0;66.0;12.0;29.0;17.0;128.0
46192;Petrés;0.8;76.6;0.685943837575666;1124.0;13583.0;58.0;3.0;3.0;18.0;3.0;12.0;20.0;0.0;5.0;3.0;47.0
46193;Picanya;0.8;76.6;0.6977737271466277;11901.0;15623.0;617.0;22.0;89.0;131.0;18.0;117.0;240.0;7.0;107.0;29.0;454.0
46194;Picassent;0.8;76.6;0.6220453210578811;23202.0;13620.0;1382.0;49.0;187.0;306.0;34.0;294.0;512.0;37.0;222.0;80.0;938.0
46195;Piles;0.8;76.6;0.6927936648398241;3151.0;12977.0;131.0;5.0;13.0;35.0;3.0;36.0;39.0;10.0;8.0;5.0;104.0
46196;Pinet;0.8;76.6;0.7034685607943957;156.0;14560.0;10.0;0.0;3.0;3.0;0.0;0.0;5.0;3.0;0.0;0.0;9.0
46197;Polinyà;0.8;76.6;0.660804608678547;2577.0;13072.0;120.0;6.0;11.0;28.0;3.0;31.0;40.0;3.0;13.0;10.0;87.0
46198;Potries;0.8;76.6;0.7200708441751646;1135.0;14346.0;51.0;3.0;6.0;10.0;5.0;14.0;12.0;3.0;3.0;3.0;42.0
46199;Pobla;0.8;76.6;0.6931405114049052;9255.0;14863.0;458.0;15.0;56.0;107.0;9.0;107.0;164.0;7.0;55.0;33.0;342.0
46200;Pobla;0.8;76.6;0.7076971835165992;2451.0;12942.0;46.0;3.0;7.0;12.0;3.0;7.0;17.0;3.0;7.0;3.0;31.0
46201;Puebla;-2.0;76.6;0.4825663927657906;53.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0
46202;Pobla;0.8;76.6;0.6766730466584361;27471.0;15061.0;1469.0;64.0;203.0;301.0;54.0;298.0;549.0;25.0;209.0;113.0;1061.0
46203;Pobla;0.8;76.6;0.6590945613905941;4665.0;12875.0;202.0;10.0;26.0;35.0;8.0;58.0;65.0;3.0;23.0;9.0;143.0
46204;Puig;0.8;76.6;0.737855026410523;9490.0;16616.0;448.0;18.0;61.0;120.0;14.0;70.0;165.0;6.0;53.0;27.0;344.0
46205;Puçol;0.8;76.6;0.7158642386287857;21659.0;15632.0;977.0;37.0;121.0;167.0;27.0;238.0;387.0;15.0;115.0;64.0;729.0
46206;Quesa;0.8;76.6;0.5709232407746678;691.0;11762.0;52.0;3.0;10.0;16.0;0.0;8.0;16.0;3.0;8.0;3.0;38.0
46207;Rafelbunyol;0.8;76.6;0.6783316665655208;9974.0;14354.0;504.0;23.0;67.0;88.0;16.0;118.0;192.0;8.0;77.0;27.0;372.0
46208;Rafelcofer;0.8;76.6;0.6871725813538798;1409.0;13906.0;64.0;3.0;8.0;13.0;3.0;19.0;22.0;3.0;6.0;8.0;48.0
46209;Rafelguaraf;0.8;76.6;0.6396818812461902;2395.0;12414.0;80.0;3.0;13.0;23.0;3.0;16.0;23.0;6.0;17.0;8.0;48.0
46210;Ráfol;-2.0;76.6;0.5974700414272855;463.0;12077.0;22.0;3.0;3.0;3.0;0.0;6.0;10.0;0.0;6.0;3.0;13.0
46211;Real;0.8;76.6;0.6962529856122945;2722.0;13193.0;118.0;3.0;18.0;30.0;3.0;24.0;40.0;3.0;12.0;8.0;95.0
46212;Real;0.8;76.6;0.594911793632195;2497.0;12246.0;134.0;3.0;14.0;30.0;0.0;37.0;51.0;10.0;30.0;9.0;83.0
46213;Requena;0.8;76.6;0.6151620169940499;20982.0;12868.0;1049.0;35.0;130.0;164.0;45.0;230.0;445.0;125.0;157.0;53.0;659.0
46214;Riba-roja;0.8;76.6;0.6883328790660805;24616.0;15000.0;1289.0;38.0;157.0;279.0;45.0;265.0;505.0;20.0;155.0;96.0;970.0
46215;Riola;0.8;76.6;0.6129413187327705;1820.0;12625.0;91.0;5.0;6.0;21.0;3.0;21.0;35.0;3.0;16.0;7.0;57.0
46216;Rocafort;0.8;76.6;0.8968600537623507;7751.0;21958.0;272.0;9.0;39.0;64.0;7.0;45.0;108.0;0.0;22.0;14.0;235.0
46217;Rotglà;0.8;76.6;0.6371758389229332;1171.0;12994.0;66.0;5.0;15.0;7.0;3.0;12.0;24.0;0.0;8.0;5.0;48.0
46218;Ròtova;0.8;76.6;0.6962109468469095;1283.0;14544.0;44.0;5.0;6.0;11.0;3.0;8.0;12.0;0.0;12.0;3.0;29.0
46219;Rugat;0.8;76.6;0.841848358020008;165.0;14459.0;3.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;3.0;3.0
46220;Sagunt/Sagunto;0.8;76.6;0.6256250874393839;73031.0;13986.0;4431.0;185.0;605.0;917.0;173.0;1088.0;1463.0;93.0;443.0;308.0;3116.0
46221;Salem;0.8;76.6;0.663993837391178;407.0;12952.0;16.0;3.0;3.0;3.0;0.0;3.0;9.0;0.0;5.0;0.0;11.0
46222;Sant;0.8;76.6;0.6744355375994968;527.0;13316.0;17.0;0.0;6.0;6.0;0.0;3.0;3.0;3.0;3.0;3.0;11.0
46223;Sedaví;0.8;76.6;0.6147401218345524;10837.0;13431.0;750.0;25.0;93.0;171.0;21.0;124.0;316.0;8.0;110.0;41.0;549.0
46224;Segart;0.8;76.6;0.6895555381806503;180.0;16825.0;15.0;0.0;3.0;5.0;0.0;3.0;3.0;0.0;3.0;3.0;13.0
46225;Sellent;0.8;76.6;0.6346134836693398;383.0;12984.0;29.0;3.0;3.0;8.0;3.0;7.0;10.0;0.0;3.0;3.0;25.0
46226;Sempere;0.8;76.6;0.40170206539904785;33.0;0.0;3.0;0.0;0.0;3.0;0.0;0.0;3.0;0.0;3.0;0.0;3.0
46227;Senyera;0.8;76.6;0.6757284765039941;1114.0;12941.0;40.0;3.0;10.0;7.0;3.0;11.0;9.0;0.0;6.0;3.0;28.0
46228;Serra;-2.0;30.7;0.695859142319503;3767.0;15306.0;208.0;5.0;25.0;60.0;3.0;46.0;70.0;6.0;25.0;16.0;160.0
46229;Siete;0.8;76.6;0.6842031733104748;1289.0;14224.0;62.0;0.0;6.0;16.0;3.0;14.0;22.0;0.0;11.0;3.0;46.0
